File1,Length1 (seconds),File2,Length2 (seconds),Distance
small-trump-2.wav,4.797097505668934,biden-2.wav,2.9516099773242632,0.952070325263129
small-trump-2.wav,4.797097505668934,small-trump-1.wav,5.631836734693877,0.4194426088825547
small-trump-2.wav,4.797097505668934,jen.wav,6.185333333333333,1.0184515904230806
small-trump-2.wav,4.797097505668934,biden-1.wav,3.0408163265306123,0.9339461730527356
small-trump-2.wav,4.797097505668934,small-smita-1.wav,6.293333333333333,0.898732679412663
small-trump-2.wav,4.797097505668934,long-smita-2.wav,13.013333333333334,1.007665806019657
small-trump-2.wav,4.797097505668934,long-ajay-1.wav,11.648,0.8787964273155321
small-trump-2.wav,4.797097505668934,long-trump-2.wav,39.42278911564626,0.46129187252055703
small-trump-2.wav,4.797097505668934,long-ajay-3.wav,29.802666666666667,0.9054680441376619
small-trump-2.wav,4.797097505668934,long-smita-1.wav,34.602666666666664,0.9778863376941145
small-trump-2.wav,4.797097505668934,long-ajay-2.wav,13.866666666666667,0.851039687985551
small-trump-2.wav,4.797097505668934,long-trump-1.wav,39.57605442176871,0.24463177523510937
small-trump-2.wav,4.797097505668934,small-ajay-1.wav,5.269333333333333,1.0287710205240292
small-trump-2.wav,4.797097505668934,long-biden-2.wav,41.69596371882086,0.8042182986414271
small-trump-2.wav,4.797097505668934,small-ajay-2.wav,5.1626666666666665,0.8731346795313387
small-trump-2.wav,4.797097505668934,long-biden-1.wav,40.301904761904765,0.8462552359354057
small-trump-2.wav,4.797097505668934,small-ajay-3.wav,7.082666666666666,0.9063631808806565
small-trump-2.wav,4.797097505668934,nate.wav,3.732,0.9554306025270767
small-trump-2.wav,4.797097505668934,trump-3.wav,2.6777324263038547,0.8313056581539742
small-trump-2.wav,4.797097505668934,small-biden-2.wav,4.4222902494331064,0.8453395299630792
small-trump-2.wav,4.797097505668934,darren.wav,5.268,0.948633283916204
small-trump-2.wav,4.797097505668934,trump-2.wav,3.6793877551020406,0.7305315531769283
small-trump-2.wav,4.797097505668934,small-biden-1.wav,4.855646258503401,0.9209188175095887
small-trump-2.wav,4.797097505668934,trump-1.wav,1.7815646258503401,0.6925671582321048
small-trump-2.wav,4.797097505668934,darren2.wav,6.910666666666667,0.9429027759975006
biden-2.wav,2.9516099773242632,small-trump-1.wav,5.631836734693877,0.8524641773684278
biden-2.wav,2.9516099773242632,jen.wav,6.185333333333333,1.0323508966532777
biden-2.wav,2.9516099773242632,biden-1.wav,3.0408163265306123,0.6323245702936997
biden-2.wav,2.9516099773242632,small-smita-1.wav,6.293333333333333,0.9970835425558825
biden-2.wav,2.9516099773242632,long-smita-2.wav,13.013333333333334,1.0225846123220064
biden-2.wav,2.9516099773242632,long-ajay-1.wav,11.648,0.9349188500022351
biden-2.wav,2.9516099773242632,long-trump-2.wav,39.42278911564626,0.8405173101893977
biden-2.wav,2.9516099773242632,long-ajay-3.wav,29.802666666666667,0.8923993368708707
biden-2.wav,2.9516099773242632,long-smita-1.wav,34.602666666666664,1.0563406526113321
biden-2.wav,2.9516099773242632,long-ajay-2.wav,13.866666666666667,0.9496114920678072
biden-2.wav,2.9516099773242632,long-trump-1.wav,39.57605442176871,0.9472298608860931
biden-2.wav,2.9516099773242632,small-ajay-1.wav,5.269333333333333,0.9327394249336122
biden-2.wav,2.9516099773242632,long-biden-2.wav,41.69596371882086,0.5281399126353397
biden-2.wav,2.9516099773242632,small-ajay-2.wav,5.1626666666666665,0.8639861953397922
biden-2.wav,2.9516099773242632,long-biden-1.wav,40.301904761904765,0.4627535125203378
biden-2.wav,2.9516099773242632,small-ajay-3.wav,7.082666666666666,0.8696973686805145
biden-2.wav,2.9516099773242632,nate.wav,3.732,1.048168966499639
biden-2.wav,2.9516099773242632,trump-3.wav,2.6777324263038547,0.9487894629466059
biden-2.wav,2.9516099773242632,small-biden-2.wav,4.4222902494331064,0.5949721134740997
biden-2.wav,2.9516099773242632,darren.wav,5.268,1.0099443479975434
biden-2.wav,2.9516099773242632,trump-2.wav,3.6793877551020406,0.960355539003622
biden-2.wav,2.9516099773242632,small-biden-1.wav,4.855646258503401,0.6370177611101924
biden-2.wav,2.9516099773242632,trump-1.wav,1.7815646258503401,0.949266399596873
biden-2.wav,2.9516099773242632,darren2.wav,6.910666666666667,1.059806962358944
small-trump-1.wav,5.631836734693877,jen.wav,6.185333333333333,1.0700435720026333
small-trump-1.wav,5.631836734693877,biden-1.wav,3.0408163265306123,0.8922934270260048
small-trump-1.wav,5.631836734693877,small-smita-1.wav,6.293333333333333,0.868178614625694
small-trump-1.wav,5.631836734693877,long-smita-2.wav,13.013333333333334,0.9283198732540294
small-trump-1.wav,5.631836734693877,long-ajay-1.wav,11.648,0.7858394473869024
small-trump-1.wav,5.631836734693877,long-trump-2.wav,39.42278911564626,0.33650791609630504
small-trump-1.wav,5.631836734693877,long-ajay-3.wav,29.802666666666667,0.7471132029555545
small-trump-1.wav,5.631836734693877,long-smita-1.wav,34.602666666666664,0.9260952039234325
small-trump-1.wav,5.631836734693877,long-ajay-2.wav,13.866666666666667,0.7939505056458376
small-trump-1.wav,5.631836734693877,long-trump-1.wav,39.57605442176871,0.29449578986914215
small-trump-1.wav,5.631836734693877,small-ajay-1.wav,5.269333333333333,0.8421063323554989
small-trump-1.wav,5.631836734693877,long-biden-2.wav,41.69596371882086,0.7874826053775357
small-trump-1.wav,5.631836734693877,small-ajay-2.wav,5.1626666666666665,0.7901281542548904
small-trump-1.wav,5.631836734693877,long-biden-1.wav,40.301904761904765,0.7828820894904244
small-trump-1.wav,5.631836734693877,small-ajay-3.wav,7.082666666666666,0.8043164630693167
small-trump-1.wav,5.631836734693877,nate.wav,3.732,0.9120269979714949
small-trump-1.wav,5.631836734693877,trump-3.wav,2.6777324263038547,0.8008632877695878
small-trump-1.wav,5.631836734693877,small-biden-2.wav,4.4222902494331064,0.872376542231504
small-trump-1.wav,5.631836734693877,darren.wav,5.268,0.9748005813335704
